"","x"
"5838","korean"
"5839","italian"
"5840","cajun_creole"
"5841","mexican"
"5842","mexican"
"5843","indian"
"5844","japanese"
"5845","mexican"
"5846","japanese"
"5847","indian"
"5848","southern_us"
"5849","italian"
"5850","italian"
"5851","thai"
"5852","mexican"
"5853","cajun_creole"
"5854","mexican"
"5855","cajun_creole"
"5856","mexican"
"5857","british"
"5858","mexican"
"5859","french"
"5860","japanese"
"5861","indian"
"5862","southern_us"
"5863","italian"
"5864","thai"
"5865","indian"
"5866","thai"
"5867","indian"
"5868","mexican"
"5869","spanish"
"5870","italian"
"5871","italian"
"5872","japanese"
"5873","greek"
"5874","mexican"
"5875","thai"
"5876","italian"
"5877","italian"
"5878","italian"
"5879","japanese"
"5880","thai"
"5881","italian"
"5882","southern_us"
"5883","chinese"
"5884","indian"
"5885","chinese"
"5886","chinese"
"5887","mexican"
"5888","mexican"
"5889","italian"
"5890","italian"
"5891","greek"
"5892","italian"
"5893","brazilian"
"5894","moroccan"
"5895","mexican"
"5896","thai"
"5897","mexican"
"5898","british"
"5899","italian"
"5900","chinese"
"5901","russian"
"5902","chinese"
"5903","mexican"
"5904","italian"
"5905","chinese"
"5906","chinese"
"5907","spanish"
"5908","mexican"
"5909","korean"
"5910","mexican"
"5911","italian"
"5912","mexican"
"5913","cajun_creole"
"5914","chinese"
"5915","thai"
"5916","italian"
"5917","chinese"
"5918","cajun_creole"
"5919","indian"
"5920","italian"
"5921","moroccan"
"5922","italian"
"5923","thai"
"5924","indian"
"5925","chinese"
"5926","mexican"
"5927","mexican"
"5928","mexican"
"5929","italian"
"5930","indian"
"5931","thai"
"5932","japanese"
"5933","italian"
"5934","indian"
"5935","italian"
"5936","italian"
"5937","chinese"
"5938","mexican"
"5939","italian"
"5940","italian"
"5941","chinese"
"5942","cajun_creole"
"5943","mexican"
"5944","mexican"
"5945","italian"
"5946","filipino"
"5947","italian"
"5948","mexican"
"5949","mexican"
"5950","italian"
"5951","italian"
"5952","thai"
"5953","greek"
"5954","chinese"
"5955","chinese"
"5956","thai"
"5957","indian"
"5958","mexican"
"5959","korean"
"5960","indian"
"5961","mexican"
"5962","indian"
"5963","vietnamese"
"5964","chinese"
"5965","chinese"
"5966","mexican"
"5967","french"
"5968","chinese"
"5969","british"
"5970","mexican"
"5971","moroccan"
"5972","japanese"
"5973","italian"
"5974","mexican"
"5975","italian"
"5976","indian"
"5977","greek"
"5978","mexican"
"5979","mexican"
"5980","mexican"
"5981","thai"
"5982","japanese"
"5983","mexican"
"5984","vietnamese"
"5985","mexican"
"5986","indian"
"5987","filipino"
"5988","thai"
"5989","southern_us"
"5990","japanese"
"5991","mexican"
"5992","indian"
"5993","spanish"
"5994","cajun_creole"
"5995","chinese"
"5996","spanish"
"5997","mexican"
"5998","italian"
"5999","korean"
"6000","italian"
"6001","vietnamese"
"6002","greek"
"6003","mexican"
"6004","italian"
"6005","southern_us"
"6006","japanese"
"6007","jamaican"
"6008","italian"
"6009","italian"
"6010","italian"
"6011","mexican"
"6012","italian"
"6013","mexican"
"6014","indian"
"6015","indian"
"6016","brazilian"
"6017","chinese"
"6018","italian"
"6019","mexican"
"6020","jamaican"
"6021","mexican"
"6022","greek"
"6023","southern_us"
"6024","brazilian"
"6025","italian"
"6026","mexican"
"6027","cajun_creole"
"6028","japanese"
"6029","italian"
"6030","british"
"6031","indian"
"6032","italian"
"6033","mexican"
"6034","chinese"
"6035","mexican"
"6036","russian"
"6037","irish"
"6038","japanese"
"6039","chinese"
"6040","mexican"
"6041","italian"
"6042","cajun_creole"
"6043","french"
"6044","brazilian"
"6045","italian"
"6046","jamaican"
"6047","mexican"
"6048","chinese"
"6049","indian"
"6050","mexican"
"6051","southern_us"
"6052","italian"
"6053","japanese"
"6054","mexican"
"6055","mexican"
"6056","chinese"
"6057","mexican"
"6058","italian"
"6059","mexican"
"6060","greek"
"6061","southern_us"
"6062","indian"
"6063","southern_us"
"6064","vietnamese"
"6065","mexican"
"6066","spanish"
"6067","mexican"
"6068","italian"
"6069","indian"
"6070","korean"
"6071","indian"
"6072","mexican"
"6073","russian"
"6074","thai"
"6075","british"
"6076","mexican"
"6077","italian"
"6078","indian"
"6079","greek"
"6080","greek"
"6081","greek"
"6082","southern_us"
"6083","british"
"6084","greek"
"6085","greek"
"6086","mexican"
"6087","mexican"
"6088","mexican"
"6089","indian"
"6090","french"
"6091","italian"
"6092","moroccan"
"6093","mexican"
"6094","italian"
"6095","indian"
"6096","italian"
"6097","thai"
"6098","vietnamese"
"6099","indian"
"6100","italian"
"6101","italian"
"6102","russian"
"6103","mexican"
"6104","moroccan"
"6105","indian"
"6106","indian"
"6107","russian"
"6108","moroccan"
"6109","mexican"
"6110","chinese"
"6111","mexican"
"6112","italian"
"6113","vietnamese"
"6114","italian"
"6115","thai"
"6116","italian"
"6117","mexican"
"6118","italian"
"6119","thai"
"6120","spanish"
"6121","italian"
"6122","italian"
"6123","mexican"
"6124","indian"
"6125","mexican"
"6126","italian"
"6127","italian"
"6128","korean"
"6129","japanese"
"6130","mexican"
"6131","indian"
"6132","japanese"
"6133","indian"
"6134","vietnamese"
"6135","spanish"
"6136","mexican"
"6137","japanese"
"6138","mexican"
"6139","italian"
"6140","mexican"
"6141","chinese"
"6142","chinese"
"6143","indian"
"6144","mexican"
"6145","mexican"
"6146","indian"
"6147","italian"
"6148","mexican"
"6149","korean"
"6150","korean"
"6151","cajun_creole"
"6152","mexican"
"6153","moroccan"
"6154","italian"
"6155","mexican"
"6156","japanese"
"6157","mexican"
"6158","italian"
"6159","italian"
"6160","chinese"
"6161","mexican"
"6162","chinese"
"6163","thai"
"6164","italian"
"6165","filipino"
"6166","cajun_creole"
"6167","indian"
"6168","thai"
"6169","chinese"
"6170","italian"
"6171","italian"
"6172","indian"
"6173","indian"
"6174","mexican"
"6175","mexican"
"6176","indian"
"6177","vietnamese"
"6178","indian"
"6179","mexican"
"6180","british"
"6181","indian"
"6182","mexican"
"6183","irish"
"6184","italian"
"6185","thai"
"6186","french"
"6187","cajun_creole"
"6188","southern_us"
"6189","southern_us"
"6190","moroccan"
"6191","italian"
"6192","japanese"
"6193","indian"
"6194","indian"
"6195","cajun_creole"
"6196","mexican"
"6197","mexican"
"6198","mexican"
"6199","moroccan"
"6200","indian"
"6201","french"
"6202","italian"
"6203","italian"
"6204","southern_us"
"6205","mexican"
"6206","italian"
"6207","mexican"
"6208","korean"
"6209","italian"
"6210","indian"
"6211","indian"
"6212","mexican"
"6213","jamaican"
"6214","mexican"
"6215","cajun_creole"
"6216","mexican"
"6217","italian"
"6218","mexican"
"6219","brazilian"
"6220","cajun_creole"
"6221","jamaican"
"6222","french"
"6223","chinese"
"6224","indian"
"6225","mexican"
"6226","mexican"
"6227","indian"
"6228","korean"
"6229","greek"
"6230","italian"
"6231","korean"
"6232","mexican"
"6233","chinese"
"6234","italian"
"6235","mexican"
"6236","southern_us"
"6237","cajun_creole"
"6238","chinese"
"6239","mexican"
"6240","vietnamese"
"6241","italian"
"6242","italian"
"6243","greek"
"6244","irish"
"6245","southern_us"
"6246","italian"
"6247","spanish"
"6248","italian"
"6249","mexican"
"6250","mexican"
"6251","chinese"
"6252","southern_us"
"6253","mexican"
"6254","spanish"
"6255","greek"
"6256","mexican"
"6257","mexican"
"6258","british"
"6259","vietnamese"
"6260","italian"
"6261","mexican"
"6262","italian"
"6263","italian"
"6264","mexican"
"6265","mexican"
"6266","vietnamese"
"6267","mexican"
"6268","indian"
"6269","french"
"6270","italian"
"6271","mexican"
"6272","mexican"
"6273","southern_us"
"6274","russian"
"6275","moroccan"
"6276","japanese"
"6277","italian"
"6278","filipino"
"6279","jamaican"
"6280","japanese"
"6281","chinese"
"6282","thai"
"6283","italian"
"6284","southern_us"
"6285","mexican"
"6286","mexican"
"6287","italian"
"6288","italian"
"6289","spanish"
"6290","italian"
"6291","italian"
"6292","chinese"
"6293","chinese"
"6294","mexican"
"6295","italian"
"6296","italian"
"6297","cajun_creole"
"6298","italian"
"6299","indian"
"6300","japanese"
"6301","mexican"
"6302","japanese"
"6303","indian"
"6304","mexican"
"6305","chinese"
"6306","italian"
"6307","indian"
"6308","chinese"
"6309","chinese"
"6310","chinese"
"6311","japanese"
"6312","italian"
"6313","mexican"
"6314","southern_us"
"6315","southern_us"
"6316","mexican"
"6317","italian"
"6318","chinese"
"6319","italian"
"6320","mexican"
"6321","thai"
"6322","korean"
"6323","greek"
"6324","italian"
"6325","french"
"6326","thai"
"6327","chinese"
"6328","mexican"
"6329","mexican"
"6330","thai"
"6331","indian"
"6332","mexican"
"6333","chinese"
"6334","chinese"
"6335","italian"
"6336","greek"
"6337","mexican"
"6338","greek"
"6339","thai"
"6340","southern_us"
"6341","italian"
"6342","mexican"
"6343","chinese"
"6344","mexican"
"6345","british"
"6346","mexican"
"6347","italian"
"6348","southern_us"
"6349","mexican"
"6350","italian"
"6351","mexican"
"6352","italian"
"6353","mexican"
"6354","french"
"6355","chinese"
"6356","thai"
"6357","mexican"
"6358","italian"
"6359","italian"
"6360","italian"
"6361","moroccan"
"6362","italian"
"6363","italian"
"6364","vietnamese"
"6365","greek"
"6366","vietnamese"
"6367","japanese"
"6368","mexican"
"6369","southern_us"
"6370","mexican"
"6371","spanish"
"6372","brazilian"
"6373","italian"
"6374","italian"
"6375","southern_us"
"6376","moroccan"
"6377","mexican"
"6378","mexican"
"6379","chinese"
"6380","filipino"
"6381","thai"
"6382","italian"
"6383","italian"
"6384","mexican"
"6385","italian"
"6386","japanese"
"6387","mexican"
"6388","indian"
"6389","moroccan"
"6390","jamaican"
"6391","italian"
"6392","japanese"
"6393","mexican"
"6394","italian"
"6395","italian"
"6396","japanese"
"6397","italian"
"6398","brazilian"
"6399","italian"
"6400","mexican"
"6401","mexican"
"6402","brazilian"
"6403","chinese"
"6404","british"
"6405","mexican"
"6406","mexican"
"6407","mexican"
"6408","japanese"
"6409","italian"
"6410","italian"
"6411","mexican"
"6412","mexican"
"6413","greek"
"6414","chinese"
"6415","italian"
"6416","moroccan"
"6417","thai"
"6418","chinese"
"6419","indian"
"6420","mexican"
"6421","japanese"
"6422","mexican"
"6423","italian"
"6424","southern_us"
"6425","mexican"
"6426","mexican"
"6427","thai"
"6428","italian"
"6429","mexican"
"6430","french"
"6431","indian"
"6432","filipino"
"6433","italian"
"6434","italian"
"6435","moroccan"
"6436","japanese"
"6437","mexican"
"6438","thai"
"6439","mexican"
"6440","mexican"
"6441","southern_us"
"6442","chinese"
"6443","mexican"
"6444","jamaican"
"6445","greek"
"6446","mexican"
"6447","mexican"
"6448","italian"
"6449","mexican"
"6450","mexican"
"6451","cajun_creole"
"6452","indian"
"6453","korean"
"6454","japanese"
"6455","vietnamese"
"6456","mexican"
"6457","indian"
"6458","mexican"
"6459","italian"
"6460","irish"
"6461","indian"
"6462","italian"
"6463","italian"
"6464","japanese"
"6465","mexican"
"6466","moroccan"
"6467","cajun_creole"
"6468","italian"
"6469","mexican"
"6470","italian"
"6471","indian"
"6472","mexican"
"6473","italian"
"6474","indian"
"6475","cajun_creole"
"6476","mexican"
"6477","southern_us"
"6478","italian"
"6479","indian"
"6480","japanese"
"6481","indian"
"6482","indian"
"6483","southern_us"
"6484","spanish"
"6485","mexican"
"6486","mexican"
"6487","jamaican"
"6488","italian"
"6489","moroccan"
"6490","southern_us"
"6491","cajun_creole"
"6492","cajun_creole"
"6493","italian"
"6494","korean"
"6495","cajun_creole"
"6496","mexican"
"6497","mexican"
"6498","mexican"
"6499","japanese"
"6500","italian"
"6501","greek"
"6502","italian"
"6503","mexican"
"6504","mexican"
"6505","greek"
"6506","southern_us"
"6507","japanese"
"6508","mexican"
"6509","southern_us"
"6510","thai"
"6511","mexican"
"6512","mexican"
"6513","mexican"
"6514","italian"
"6515","japanese"
"6516","mexican"
"6517","moroccan"
"6518","mexican"
"6519","southern_us"
"6520","italian"
"6521","italian"
"6522","chinese"
"6523","chinese"
"6524","korean"
"6525","mexican"
"6526","mexican"
"6527","filipino"
"6528","indian"
"6529","southern_us"
"6530","greek"
"6531","chinese"
"6532","korean"
"6533","italian"
"6534","italian"
"6535","thai"
"6536","indian"
"6537","chinese"
"6538","thai"
"6539","jamaican"
"6540","chinese"
"6541","indian"
"6542","japanese"
"6543","chinese"
"6544","chinese"
"6545","indian"
"6546","indian"
"6547","indian"
"6548","mexican"
"6549","mexican"
"6550","thai"
"6551","mexican"
"6552","chinese"
"6553","mexican"
"6554","vietnamese"
"6555","indian"
"6556","irish"
"6557","chinese"
"6558","mexican"
"6559","mexican"
"6560","italian"
"6561","french"
"6562","mexican"
"6563","indian"
"6564","vietnamese"
"6565","mexican"
"6566","mexican"
"6567","italian"
"6568","mexican"
"6569","mexican"
"6570","southern_us"
"6571","chinese"
"6572","southern_us"
"6573","cajun_creole"
"6574","mexican"
"6575","mexican"
"6576","italian"
"6577","chinese"
"6578","chinese"
"6579","mexican"
"6580","vietnamese"
"6581","italian"
"6582","mexican"
"6583","mexican"
"6584","thai"
"6585","mexican"
"6586","mexican"
"6587","mexican"
"6588","southern_us"
"6589","thai"
"6590","italian"
"6591","italian"
"6592","jamaican"
"6593","japanese"
"6594","chinese"
"6595","mexican"
"6596","italian"
"6597","italian"
"6598","moroccan"
"6599","thai"
"6600","chinese"
"6601","greek"
"6602","indian"
"6603","italian"
"6604","chinese"
"6605","thai"
"6606","thai"
"6607","southern_us"
"6608","italian"
"6609","japanese"
"6610","korean"
"6611","chinese"
"6612","italian"
"6613","chinese"
"6614","italian"
"6615","mexican"
"6616","french"
"6617","indian"
"6618","thai"
"6619","irish"
"6620","italian"
"6621","mexican"
"6622","brazilian"
"6623","french"
"6624","southern_us"
"6625","japanese"
"6626","indian"
"6627","italian"
"6628","italian"
"6629","italian"
"6630","southern_us"
"6631","thai"
"6632","greek"
"6633","chinese"
"6634","italian"
"6635","italian"
"6636","greek"
"6637","mexican"
"6638","southern_us"
"6639","spanish"
"6640","indian"
"6641","brazilian"
"6642","mexican"
"6643","mexican"
"6644","mexican"
"6645","mexican"
"6646","southern_us"
"6647","mexican"
"6648","mexican"
"6649","mexican"
"6650","mexican"
"6651","indian"
"6652","mexican"
"6653","mexican"
"6654","japanese"
"6655","southern_us"
"6656","cajun_creole"
"6657","vietnamese"
"6658","indian"
"6659","mexican"
"6660","mexican"
"6661","korean"
"6662","british"
"6663","italian"
"6664","mexican"
"6665","chinese"
"6666","chinese"
"6667","italian"
"6668","mexican"
"6669","thai"
"6670","mexican"
"6671","italian"
"6672","italian"
"6673","southern_us"
"6674","thai"
"6675","italian"
"6676","mexican"
"6677","moroccan"
"6678","chinese"
"6679","brazilian"
"6680","thai"
"6681","italian"
"6682","greek"
"6683","italian"
"6684","mexican"
"6685","filipino"
"6686","indian"
"6687","thai"
"6688","korean"
"6689","mexican"
"6690","indian"
"6691","greek"
"6692","italian"
"6693","indian"
"6694","mexican"
"6695","mexican"
"6696","italian"
"6697","southern_us"
"6698","italian"
"6699","indian"
"6700","mexican"
"6701","italian"
"6702","mexican"
"6703","mexican"
"6704","italian"
"6705","italian"
"6706","mexican"
"6707","italian"
"6708","mexican"
"6709","spanish"
"6710","thai"
"6711","korean"
"6712","chinese"
"6713","mexican"
"6714","mexican"
"6715","chinese"
"6716","french"
"6717","southern_us"
"6718","indian"
"6719","indian"
"6720","thai"
"6721","southern_us"
"6722","cajun_creole"
"6723","mexican"
"6724","chinese"
"6725","italian"
"6726","french"
"6727","southern_us"
"6728","irish"
"6729","greek"
"6730","italian"
"6731","italian"
"6732","vietnamese"
"6733","indian"
"6734","cajun_creole"
"6735","indian"
"6736","italian"
"6737","greek"
"6738","italian"
"6739","mexican"
"6740","mexican"
"6741","indian"
"6742","mexican"
"6743","southern_us"
"6744","italian"
"6745","thai"
"6746","brazilian"
"6747","chinese"
"6748","southern_us"
"6749","southern_us"
"6750","japanese"
"6751","cajun_creole"
"6752","thai"
"6753","italian"
"6754","mexican"
"6755","jamaican"
"6756","italian"
"6757","mexican"
"6758","chinese"
"6759","italian"
"6760","indian"
"6761","indian"
"6762","moroccan"
"6763","mexican"
"6764","mexican"
"6765","mexican"
"6766","italian"
"6767","italian"
"6768","italian"
"6769","indian"
"6770","moroccan"
"6771","indian"
"6772","thai"
"6773","cajun_creole"
"6774","mexican"
"6775","spanish"
"6776","chinese"
"6777","indian"
"6778","vietnamese"
"6779","southern_us"
"6780","chinese"
"6781","chinese"
"6782","indian"
"6783","italian"
"6784","italian"
"6785","mexican"
"6786","italian"
"6787","vietnamese"
"6788","cajun_creole"
"6789","italian"
"6790","italian"
"6791","moroccan"
"6792","mexican"
"6793","southern_us"
"6794","chinese"
"6795","italian"
"6796","italian"
"6797","indian"
"6798","italian"
"6799","mexican"
"6800","mexican"
"6801","southern_us"
"6802","italian"
"6803","southern_us"
"6804","italian"
"6805","moroccan"
"6806","spanish"
"6807","indian"
"6808","southern_us"
"6809","mexican"
"6810","chinese"
"6811","indian"
"6812","chinese"
"6813","mexican"
"6814","greek"
"6815","indian"
"6816","cajun_creole"
"6817","mexican"
"6818","italian"
"6819","indian"
"6820","southern_us"
"6821","italian"
"6822","japanese"
"6823","mexican"
"6824","japanese"
"6825","italian"
"6826","mexican"
"6827","italian"
"6828","thai"
"6829","chinese"
"6830","chinese"
"6831","cajun_creole"
"6832","greek"
"6833","mexican"
"6834","italian"
"6835","greek"
"6836","indian"
"6837","southern_us"
"6838","mexican"
"6839","vietnamese"
"6840","mexican"
"6841","korean"
"6842","chinese"
"6843","mexican"
"6844","mexican"
"6845","cajun_creole"
"6846","indian"
"6847","filipino"
"6848","indian"
"6849","thai"
"6850","southern_us"
"6851","mexican"
"6852","cajun_creole"
"6853","italian"
"6854","moroccan"
"6855","mexican"
"6856","mexican"
"6857","russian"
